36	 资本积累的过程总是伴随着对普通劳动人民利益的伤害。

gender
M	-0.086441
F	-0.157467

age
14	 -0.003273
15	 -0.003679
16	 -0.005740
17	 -0.009323
18	 -0.014716
19	 -0.021806
20	 -0.024171
21	 -0.023980
22	 -0.020976
23	 -0.015117
24	 -0.014316
25	 -0.012763
26	 -0.011390
27	 -0.009275
28	 -0.007997
29	 -0.006964
30	 -0.005202
31	 -0.005160
32	 -0.005244
33	 -0.002939
34	 -0.002682
35	 -0.002383
36	 -0.001899
37	 -0.001493
38	 -0.001218
39	 -0.001410
40	 -0.000956
41	 -0.001224
42	 -0.000890
43	 -0.001433
44	 -0.000950
45	 -0.000932
46	 -0.000645
47	 -0.000573
48	 -0.000388
49	 -0.000430
50	 -0.000227
51	 -0.000245
52	 -0.000364
53	 -0.000006
54	 -0.000137

salary
0-25k	-0.112314
25k-50k	-0.022839
50k-75k	-0.024852
75k-100k	-0.024380
100k-150k	-0.026142
150k-300k	-0.019978
300k+	-0.013402

degree
初中及以下	-0.005017
高中	-0.026679
大学	-0.163846
研究生及以上	-0.048366
