31	 有钱人理应获得更好的医疗服务。

gender
M	-0.097741
F	-0.217933

age
14	 -0.005357
15	 -0.006421
16	 -0.010828
17	 -0.014764
18	 -0.018754
19	 -0.024195
20	 -0.031446
21	 -0.034940
22	 -0.029522
23	 -0.022672
24	 -0.020617
25	 -0.016126
26	 -0.010792
27	 -0.008995
28	 -0.006301
29	 -0.004927
30	 -0.005101
31	 -0.004055
32	 -0.004473
33	 -0.003058
34	 -0.002520
35	 -0.002622
36	 -0.001834
37	 -0.001971
38	 -0.001810
39	 -0.001350
40	 -0.001732
41	 -0.001242
42	 -0.001141
43	 -0.001421
44	 -0.001995
45	 -0.001266
46	 -0.001344
47	 -0.000938
48	 -0.000985
49	 -0.000848
50	 -0.001099
51	 -0.001380
52	 -0.000794
53	 -0.000299
54	 -0.000406

salary
0-25k	-0.157126
25k-50k	-0.052499
50k-75k	-0.032664
75k-100k	-0.024792
100k-150k	-0.023114
150k-300k	-0.014227
300k+	-0.011252

degree
初中及以下	-0.013456
高中	-0.051932
大学	-0.195930
研究生及以上	-0.054356
