32	 高收入者应该公开自己的经济来源。

gender
M	-0.079752
F	-0.044436

age
14	 -0.000753
15	 -0.001505
16	 -0.002897
17	 -0.006725
18	 -0.010416
19	 -0.022773
20	 -0.029546
21	 -0.026351
22	 -0.023174
23	 -0.014872
24	 -0.010554
25	 -0.005537
26	 -0.002108
27	 0.001613
28	 0.000747
29	 0.002198
30	 0.001923
31	 0.002389
32	 0.002598
33	 0.000717
34	 0.002503
35	 0.001153
36	 0.001439
37	 0.001260
38	 0.000466
39	 0.000860
40	 0.000723
41	 0.000687
42	 0.000800
43	 0.000717
44	 0.001117
45	 0.000997
46	 0.000448
47	 0.000615
48	 0.000741
49	 0.001171
50	 0.000705
51	 0.000794
52	 0.000508
53	 0.000538
54	 0.000346

salary
0-25k	-0.086787
25k-50k	0.006188
50k-75k	-0.005829
75k-100k	-0.009007
100k-150k	-0.010112
150k-300k	-0.008875
300k+	-0.009765

degree
初中及以下	0.002544
高中	-0.003852
大学	-0.085975
研究生及以上	-0.036905
