30	 改善低收入者生活的首要手段是国家给予财政补贴和扶持。

gender
M	-0.351934
F	0.075105

age
14	 -0.004288
15	 -0.005310
16	 -0.010972
17	 -0.018951
18	 -0.028680
19	 -0.038069
20	 -0.045433
21	 -0.040303
22	 -0.032694
23	 -0.023693
24	 -0.021017
25	 -0.014030
26	 -0.011121
27	 -0.007466
28	 -0.004736
29	 -0.002461
30	 -0.002676
31	 -0.001177
32	 -0.000699
33	 0.000263
34	 0.001105
35	 0.001493
36	 0.001631
37	 0.001481
38	 0.001726
39	 0.001995
40	 0.001636
41	 0.001875
42	 0.002055
43	 0.001786
44	 0.002544
45	 0.002299
46	 0.002001
47	 0.001559
48	 0.001278
49	 0.001386
50	 0.001398
51	 0.001744
52	 0.001141
53	 0.000496
54	 0.000352

salary
0-25k	-0.201061
25k-50k	-0.025807
50k-75k	-0.013456
75k-100k	-0.012178
100k-150k	-0.012190
150k-300k	-0.007973
300k+	-0.004163

degree
初中及以下	-0.004677
高中	-0.042829
大学	-0.184648
研究生及以上	-0.044675
