22	 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。

gender
M	0.023138
F	0.132770

age
14	 0.000693
15	 0.001314
16	 0.002043
17	 0.001971
18	 0.003757
19	 0.011706
20	 0.018706
21	 0.020701
22	 0.020020
23	 0.014669
24	 0.011862
25	 0.007227
26	 0.006486
27	 0.003906
28	 0.003751
29	 0.002604
30	 0.001857
31	 0.001995
32	 0.002700
33	 0.001923
34	 0.001732
35	 0.001087
36	 0.001009
37	 0.001290
38	 0.000920
39	 0.000980
40	 0.001021
41	 0.000956
42	 0.001033
43	 0.000735
44	 0.000854
45	 0.000633
46	 0.000484
47	 0.000203
48	 0.000257
49	 0.000406
50	 0.000311
51	 0.000155
52	 0.000018
53	 0.000030
54	 0.000131

salary
0-25k	0.073128
25k-50k	0.035758
50k-75k	0.020450
75k-100k	0.013677
100k-150k	0.009568
150k-300k	0.002431
300k+	0.000896

degree
初中及以下	0.004157
高中	0.012614
大学	0.127359
研究生及以上	0.011778
