25	 如果猪肉价格过高，政府应当干预。

gender
M	0.077793
F	0.083580

age
14	 0.008535
15	 0.009843
16	 0.014525
17	 0.018396
18	 0.021991
19	 0.028889
20	 0.031947
21	 0.028931
22	 0.020456
23	 0.011109
24	 0.008087
25	 0.001344
26	 0.000012
27	 -0.002395
28	 -0.001762
29	 -0.003124
30	 -0.003763
31	 -0.003404
32	 -0.003655
33	 -0.002604
34	 -0.002729
35	 -0.002353
36	 -0.002455
37	 -0.001636
38	 -0.001189
39	 -0.001666
40	 -0.001493
41	 -0.001278
42	 -0.001529
43	 -0.001290
44	 -0.001111
45	 -0.000890
46	 -0.000675
47	 -0.000549
48	 -0.000269
49	 -0.000251
50	 -0.000185
51	 -0.000096
52	 -0.000346
53	 -0.000030
54	 -0.000209

salary
0-25k	0.146561
25k-50k	0.023777
50k-75k	0.007472
75k-100k	0.000185
100k-150k	-0.004324
150k-300k	-0.007770
300k+	-0.004527

degree
初中及以下	0.015296
高中	0.049937
大学	0.100381
研究生及以上	-0.004241
