29	 试图控制房地产价格的行为会破坏经济发展。

gender
M	-0.241143
F	-0.369876

age
14	 -0.003757
15	 -0.004838
16	 -0.008917
17	 -0.013623
18	 -0.022965
19	 -0.040273
20	 -0.060048
21	 -0.066905
22	 -0.060723
23	 -0.050283
24	 -0.048139
25	 -0.038672
26	 -0.029827
27	 -0.023395
28	 -0.019285
29	 -0.015242
30	 -0.012978
31	 -0.011318
32	 -0.011252
33	 -0.007782
34	 -0.006701
35	 -0.004694
36	 -0.004533
37	 -0.003972
38	 -0.003094
39	 -0.003237
40	 -0.002682
41	 -0.002616
42	 -0.002903
43	 -0.002927
44	 -0.003637
45	 -0.002825
46	 -0.002544
47	 -0.001983
48	 -0.001625
49	 -0.001547
50	 -0.001475
51	 -0.001696
52	 -0.000974
53	 -0.000615
54	 -0.000484

salary
0-25k	-0.268569
25k-50k	-0.106378
50k-75k	-0.072208
75k-100k	-0.056686
100k-150k	-0.052624
150k-300k	-0.032903
300k+	-0.021651

degree
初中及以下	-0.012632
高中	-0.059935
大学	-0.430443
研究生及以上	-0.108008
