24	 浪费粮食也是个人的自由。

gender
M	-0.302923
F	-0.275503

age
14	 -0.004211
15	 -0.006904
16	 -0.013683
17	 -0.022355
18	 -0.036678
19	 -0.058400
20	 -0.075069
21	 -0.073015
22	 -0.061302
23	 -0.046819
24	 -0.043331
25	 -0.031416
26	 -0.024290
27	 -0.016472
28	 -0.012220
29	 -0.009885
30	 -0.007263
31	 -0.007161
32	 -0.005913
33	 -0.004043
34	 -0.003297
35	 -0.002407
36	 -0.001828
37	 -0.001601
38	 -0.001123
39	 -0.001463
40	 -0.001212
41	 -0.001111
42	 -0.001135
43	 -0.001135
44	 -0.001254
45	 -0.000639
46	 -0.000591
47	 -0.000508
48	 -0.000054
49	 -0.000024
50	 -0.000006
51	 0.000221
52	 -0.000078
53	 0.000012
54	 -0.000030

salary
0-25k	-0.315232
25k-50k	-0.068290
50k-75k	-0.051388
75k-100k	-0.044346
100k-150k	-0.045893
150k-300k	-0.030502
300k+	-0.022773

degree
初中及以下	-0.009885
高中	-0.069622
大学	-0.394064
研究生及以上	-0.104855
