34	 与其让国有企业亏损破产，不如转卖给资本家。

gender
M	-0.123184
F	-0.214439

age
14	 -0.009281
15	 -0.012071
16	 -0.013910
17	 -0.014639
18	 -0.018109
19	 -0.021543
20	 -0.022523
21	 -0.024655
22	 -0.022726
23	 -0.018879
24	 -0.015863
25	 -0.013695
26	 -0.011563
27	 -0.010273
28	 -0.009031
29	 -0.007699
30	 -0.006892
31	 -0.006558
32	 -0.006695
33	 -0.006229
34	 -0.005429
35	 -0.003721
36	 -0.003739
37	 -0.003321
38	 -0.002807
39	 -0.003136
40	 -0.002891
41	 -0.002873
42	 -0.003154
43	 -0.003040
44	 -0.003912
45	 -0.003118
46	 -0.003165
47	 -0.002401
48	 -0.002276
49	 -0.002019
50	 -0.002168
51	 -0.002383
52	 -0.001672
53	 -0.000788
54	 -0.000818

salary
0-25k	-0.164043
25k-50k	-0.073033
50k-75k	-0.040500
75k-100k	-0.026255
100k-150k	-0.020874
150k-300k	-0.008696
300k+	-0.004223

degree
初中及以下	-0.023771
高中	-0.064175
大学	-0.220645
研究生及以上	-0.029033
